Farmer Name,Farm ID,Farm Size (Perches),Farm Type,Farm Location (Village),Farm Location (District),Crop Type,Brinjal Variety,Planting Start Date,Planting End Date,Expected Harvest (kg),Actual Harvest (kg),Soil Type,Soil pH Level,Seed Type,Seed Variety,Seed Source,Seed Quantity (g),Seed Cost (Rs.),Fertilizer Type,Fertilizer Brand,Total Fertilizer Quantity (kg),Fertilizer N-P-K Ratio,Fertilizer Application Schedule,Fertilizer Application Method,Fertilizer Cost (Rs.),Pesticide Type,Pesticide Name,Total Pesticide Quantity (kg),Pesticide Application Frequency,Pesticide Application Method,Pesticide Cost (Rs.),Water Source,Irrigation Method,Total Water Usage (liters),Irrigation Schedule,Irrigation Cost (Rs.),Total Number of Labor Hours,Total Labor Wages,Market Selling Price (Rs./kg),Total Sales Revenue (Rs.),Profit/Loss (Rs.),Buyer Type,Total Cost (Rs.),Yield per Perch,Cost per kg,ROI,Fertilizer Efficiency,Pesticide Efficiency,Water Efficiency,Labor Efficiency,Seed Efficiency,Final Performance Score,Cluster,Cluster Label,Enhanced Recommendations
Dinesh Kumara,7337,470.4,Mixed,Kandawalai,Kilinochchi,Brinjal,Local,11/01/2023,04/05/2023,3081.86,2756.73,Loamy,5.26,GMO,Variety-10,Certified,579,3218.57,Chemical,Brand-5,96.55,"10,10,10",Monthly,Soil Application,4708.8,Organic,Pesticide-1,31.28,Weekly,Spray,749.45,River,Drip,7213924.89,Based on moisture levels,3786.04,7,2220.75,398.51,62458.47,34450.36,Direct Consumers,14683.61,5.860395408163265,5.326459247006417,2.3461778132216806,28.552355996350535,88.13075165822404,0.00038214010293079415,393.81851516878356,4.7611917016214305,48.0,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,2848,291.2,Conventional,Mulliyawalai,Mullaitivu,Brinjal,Hybrid,06/05/2023,19/07/2023,1828.06,1981.03,Clayey,5.81,Hybrid,Variety-9,Unverified,346,1980.66,Chemical,Brand-5,30.07,"10,10,10",Bi-weekly,Foliar Spray,3269.49,Chemical,Pesticide-3,35.53,Weekly,Drip Irrigation,2154.83,Canal,Sprinkler,4655673.17,Based on moisture levels,1648.89,10,2746.19,222.21,72380.46,35864.69,Retail,11800.06,6.802987637362637,5.956527664901591,3.0393650540759967,65.8806097146455,55.756542196551024,0.0004255088206716999,198.10298018970198,5.725520214666126,51.62,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,4246,467.2,Conventional,Cheddikulam,Vavuniya,Brinjal,Other,11/11/2024,16/02/2025,2501.27,2841.13,Clayey,6.97,GMO,Variety-7,Own-grown,423,1785.85,Organic,Brand-5,95.1,"10,10,10",Weekly,Soil Application,5952.79,Chemical,Pesticide-1,19.45,Bi-weekly,Spray,848.68,Well,Flood Irrigation,8024431.07,Weekly,663.34,7,2271.84,294.93,119337.53,94183.99,Direct Consumers,11522.5,6.081185787671234,4.0556046361834905,8.173919722282491,29.87518370267946,146.07351434069335,0.0003540599919440327,405.8756563034777,6.716619369464257,52.12,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.
Eran Wickramasinghe,7299,193.6,Organic,Thirukkethiswaram,Mannar,Brinjal,Hybrid,01/06/2023,05/08/2023,1330.67,1234.13,Clayey,6.95,GMO,Variety-1,Own-grown,217,3052.51,Chemical,Brand-8,35.7,"12,15,6",Weekly,Foliar Spray,3972.39,Chemical,Pesticide-4,16.61,As needed,Spray,1820.65,Well,Flood Irrigation,3316479.95,Weekly,2834.94,8,2453.69,253.01,133713.25,102403.24,Retail,14134.18,6.374638429752067,11.452748089747432,7.245078242954314,34.569466818782445,74.30041695963776,0.0003721204465594999,154.2662307167212,5.687234996833019,50.14,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Amara Perera,5184,521.6,Mixed,Angunakolapelessa,Hambantota,Brinjal,Hybrid,17/03/2023,09/07/2023,2949.45,3526.45,Mixed,5.01,Hybrid,Variety-4,Unverified,586,1111.57,Organic,Brand-1,137.67,"10,10,10",Bi-weekly,Soil Application,3344.54,Chemical,Pesticide-8,23.44,As needed,Drip Irrigation,525.38,River,Flood Irrigation,7586177.6,Based on moisture levels,2191.92,7,2269.42,344.89,153186.34,130126.99,Wholesale,9442.83,6.760832055214723,2.677715549632066,13.780507538523938,25.6152391543892,150.44581269429125,0.0004648520224466581,503.77849946021433,6.01783275423578,56.01,0,High Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.
Chandana Fernando,6443,169.6,Mixed,Weligama,Matara,Brinjal,Other,04/11/2023,18/01/2024,1012.36,912.01,Sandy,5.65,Hybrid,Variety-8,Own-grown,211,1806.0,Chemical,Brand-7,30.67,"11,14,11",Weekly,Soil Application,4534.41,Chemical,Pesticide-2,19.46,Weekly,Drip Irrigation,1471.58,Rainwater Harvesting,Drip,2222343.45,Daily,2330.8,9,1450.78,396.29,143155.8,119955.99,Wholesale,11593.570000000002,5.377417452830189,12.712108419863819,10.346768941749607,29.73622335388903,46.86587631727254,0.0004103821126296161,101.33443318506299,4.322322254396577,47.87,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,9808,433.6,Organic,Hiniduma,Galle,Brinjal,Hybrid,09/04/2024,26/06/2024,2675.8,2730.04,Clayey,6.11,Hybrid,Variety-5,Unverified,485,2084.9,Chemical,Brand-9,117.91,"10,10,10",Bi-weekly,Soil Application,5558.23,Chemical,Pesticide-5,42.57,As needed,Other,1686.64,Rainwater Harvesting,Flood Irrigation,6124436.71,Based on moisture levels,1482.6,4,2555.03,330.82,114900.4,93867.91,Wholesale,13367.4,6.296217712177121,4.896411774186459,7.022151652527792,23.153591526133564,64.13060690320397,0.00044576181112981965,682.5098293725426,5.6289484420021685,51.45,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Use certified seeds to enhance germination and crop output.
Amara Perera,2094,470.4,Mixed,Homagama,Colombo,Brinjal,Hybrid,05/11/2023,15/02/2024,2929.2,2832.26,Sandy,6.59,Hybrid,Variety-8,Own-grown,562,927.94,Organic,Brand-3,44.13,"12,15,14",Weekly,Soil Application,1785.29,Organic,Pesticide-9,40.19,Bi-weekly,Spray,1537.69,River,Sprinkler,7897974.57,Daily,860.14,4,1639.28,195.86,72405.52,60737.34,Retail,6750.34,6.020960884353742,2.3833758200165236,8.997671228412198,64.1799215005683,70.47175739060073,0.00035860586469318566,708.0648229837943,5.039608531957993,52.22,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use certified seeds to enhance germination and crop output.
Bandara Silva,4428,488.0,Conventional,Ja-Ela,Gampaha,Brinjal,Hybrid,03/05/2023,14/07/2023,3451.11,3100.5,Sandy,6.57,Local,Variety-4,Own-grown,448,511.47,Organic,Brand-8,40.84,"10,10,10",Bi-weekly,Soil Application,1181.42,Chemical,Pesticide-10,45.48,Weekly,Drip Irrigation,1386.43,Rainwater Harvesting,Drip,7705888.38,Weekly,1554.3,9,1091.59,429.71,152783.39,138325.46,Retail,5725.21,6.353483606557377,1.8465441057893888,24.1607661553026,75.91821557497023,68.1728217200347,0.00040235464713538944,344.4999617222265,6.920758913123306,58.49,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.
Chandana Fernando,4159,616.0,Mixed,Matugama,Kalutara,Brinjal,Local,09/02/2024,30/04/2024,4412.96,4365.65,Mixed,5.26,Local,Variety-3,Own-grown,777,3780.09,Chemical,Brand-4,155.42,"9,13,15",Weekly,Soil Application,2880.56,Organic,Pesticide-5,22.33,Bi-weekly,Spray,649.29,Well,Drip,10174062.68,Weekly,1720.15,5,2904.05,227.94,119823.5,96273.16,Direct Consumers,11934.14,7.087094155844155,2.733645619781705,8.067037926486535,28.08937055662482,195.50603692315104,0.00042909603934144136,873.1298253740348,5.618597161366027,56.12,0,High Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,9968,40.31,Organic,Wattegama,Kandy,Brinjal,Hybrid,20/11/2023,18/02/2024,41.3,35.52,Clayey,6.41,GMO,Variety-2,Certified,7,685.32,Chemical,Brand-10,43.13,"10,10,10",Weekly,Foliar Spray,2199.12,Chemical,Pesticide-4,33.7,Bi-weekly,Spray,947.04,Canal,Drip,83223.16,Weekly,986.11,7,2308.8,414.54,117389.44,96410.25,Wholesale,7126.39,0.8811709253287026,200.63034909909908,13.528623889514886,0.8235566699847747,1.0540059034419613,0.00042680426938334476,5.074284989387859,5.074284989387859,33.48,2,Low Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'Hybrid' for better results.; Consider switching seed variety to 'Variety-10' for better results.; Consider switching fertilizer brand to 'Brand-4' for better results.; Consider switching fertilizer application schedule to 'Monthly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Based on moisture levels' for better results.; Consider switching buyer type to 'Retail' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Amara Perera,8879,616.0,Conventional,Dambulla,Matale,Brinjal,Hybrid,14/06/2023,18/09/2023,3646.74,3530.4,Sandy,5.22,GMO,Variety-3,Certified,606,2760.81,Organic,Brand-6,176.72,"10,10,10",Weekly,Foliar Spray,5049.53,Organic,Pesticide-10,59.48,Weekly,Spray,1745.41,Well,Sprinkler,8053728.26,Daily,833.46,2,1137.37,284.57,37711.22,25047.27,Wholesale,11526.579999999998,5.731168831168831,3.2649501472920908,2.173001011574986,19.977365210630573,59.354403844075264,0.0004383559869450527,1765.1991174004413,5.825742564643989,51.41,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,9312,723.2,Mixed,Haggala,Nuwara Eliya,Brinjal,Hybrid,06/02/2023,04/06/2023,5181.9,4433.49,Mixed,6.86,Hybrid,Variety-4,Certified,782,1906.47,Chemical,Brand-6,148.89,"10,10,10",Bi-weekly,Soil Application,5084.75,Chemical,Pesticide-9,65.45,As needed,Other,1397.08,Well,Drip,11911005.59,Daily,3888.57,4,2280.95,290.71,63799.22,42398.55,Wholesale,14557.82,6.130378871681415,3.2836027599024695,2.912424387717392,29.776949225757612,67.73857803302401,0.00037221794301916936,1108.3722229069442,5.669424545179764,50.58,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use certified seeds to enhance germination and crop output.
Amara Perera,7513,625.6,Organic,Haputale,Badulla,Brinjal,Other,02/08/2024,29/10/2024,3350.8,3603.76,Mixed,6.49,Hybrid,Variety-6,Own-grown,789,1464.23,Chemical,Brand-10,170.59,"10,10,10",Weekly,Foliar Spray,3806.41,Chemical,Pesticide-10,76.79,Weekly,Drip Irrigation,1687.2,Rainwater Harvesting,Sprinkler,9892912.23,Daily,1329.7,4,1880.19,351.11,116733.54,100925.24,Direct Consumers,10167.73,5.760485933503836,2.8214226252580636,9.926034621296987,21.125270994048474,46.930068408255394,0.0003642769607387526,900.9397747650563,4.56750316277883,49.94,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching pesticide application method to 'Other' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Amara Perera,9200,150.4,Organic,Kataragama,Monaragala,Brinjal,Other,14/09/2024,14/12/2024,982.94,888.15,Clayey,5.4,Hybrid,Variety-7,Certified,159,403.69,Chemical,Brand-10,17.17,"10,10,10",Bi-weekly,Foliar Spray,2856.97,Chemical,Pesticide-3,17.32,As needed,Other,1254.89,River,Drip,2258993.4,Based on moisture levels,1445.39,7,2643.33,437.17,84496.22,60031.97,Wholesale,8604.27,5.905252659574468,9.687856780949165,6.976997467536467,51.726846142874415,51.27886539960361,0.0003931618392508836,126.87855330306381,5.585849021472647,49.65,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,4013,472.0,Conventional,Pelmadulla,Ratnapura,Brinjal,Other,26/08/2024,07/11/2024,3176.55,3206.64,Clayey,6.93,GMO,Variety-10,Unverified,420,3917.38,Chemical,Brand-5,117.32,"9,15,11",Weekly,Foliar Spray,3349.92,Organic,Pesticide-7,37.67,Weekly,Other,656.97,Rainwater Harvesting,Sprinkler,6366204.92,Based on moisture levels,1653.89,5,1553.52,475.25,110970.88,93625.12,Retail,11131.68,6.793728813559322,3.4714467479979048,8.410690928952322,27.33242390613345,85.12449999669498,0.0005036972639579275,641.3278717344256,7.634857124678911,55.13,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.
Dinesh Kumara,5504,390.4,Organic,Yatiyanthota,Kegalle,Brinjal,Other,30/01/2024,01/05/2024,2206.49,2271.25,Loamy,5.58,Hybrid,Variety-2,Certified,395,3492.09,Organic,Brand-7,25.16,"10,10,10",Monthly,Soil Application,1573.17,Organic,Pesticide-5,46.9,Bi-weekly,Drip Irrigation,1751.87,Rainwater Harvesting,Sprinkler,6262075.27,Daily,3184.3,2,1982.64,179.37,73921.96,59955.25,Wholesale,11984.07,5.817751024590164,5.27642047330765,5.0029121992778744,90.27225396374189,48.42750429792102,0.0003626992493815293,1135.624432187784,5.749999985443038,52.82,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,4253,192.0,Mixed,Ganewatta,Kurunegala,Brinjal,Local,07/12/2023,12/03/2024,1021.07,1029.96,Mixed,6.86,GMO,Variety-1,Certified,237,395.26,Chemical,Brand-7,45.97,"14,13,9",Weekly,Foliar Spray,5441.87,Chemical,Pesticide-8,12.85,Weekly,Other,756.01,River,Flood Irrigation,2674227.22,Weekly,2538.64,6,1942.69,167.15,76200.34,55412.42,Direct Consumers,11074.470000000001,5.364375,10.752330187580101,5.003618231843149,22.40504628224829,80.15252294532897,0.00038514303956550664,171.65997139000478,4.345822766473322,46.52,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,5847,144.0,Conventional,Kalpitiya,Puttalam,Brinjal,Local,04/04/2024,14/06/2024,831.24,847.28,Clayey,7.0,Local,Variety-1,Certified,138,2866.73,Organic,Brand-1,40.72,"10,10,10",Bi-weekly,Foliar Spray,9023.48,Chemical,Pesticide-5,14.62,As needed,Spray,1598.16,Canal,Drip,2339549.19,Based on moisture levels,1089.01,8,2886.05,408.62,99735.97,62070.19,Wholesale,17463.43,5.8838888888888885,20.61116750070815,3.5542954620025964,20.807465107871682,57.953484408106405,0.00036215524068533816,105.90998676125166,6.139710100436883,47.04,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.
Eran Wickramasinghe,4668,321.6,Mixed,Kekirawa,Anuradhapura,Brinjal,Hybrid,26/06/2024,11/09/2024,2230.5,1862.16,Sandy,5.51,GMO,Variety-2,Certified,313,2785.32,Chemical,Brand-7,35.42,"10,10,10",Weekly,Soil Application,3380.47,Chemical,Pesticide-2,39.92,Weekly,Other,1601.13,Canal,Flood Irrigation,44356496.78,Daily,3116.32,4,2881.37,465.86,198917.56,176508.84,Direct Consumers,13764.61,5.790298507462686,7.391743996219444,12.823381120133442,52.57368569808906,46.64729342065898,4.1981674279552024e-05,465.5398836150291,5.9493929522383615,48.36,1,Moderate Performers,Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.
Bandara Silva,5666,35.46,Mixed,Manampitiya,Polonnaruwa,Brinjal,Hybrid,10/10/2023,20/12/2023,55.8,48.17,Loamy,6.71,GMO,Variety-3,Certified,10,887.44,Organic,Brand-1,100.91,"10,10,10",Bi-weekly,Foliar Spray,3268.64,Chemical,Pesticide-10,22.78,Bi-weekly,Drip Irrigation,637.81,Rainwater Harvesting,Flood Irrigation,128086.88,Based on moisture levels,1581.34,3,1283.75,223.82,35258.36,25031.88,Retail,7658.98,1.3584320360970108,158.9989620095495,3.268304656755861,0.4773560551248038,2.1145740950582046,0.00037607286553957694,16.056661314446227,4.816999518300049,31.84,2,Low Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'Hybrid' for better results.; Consider switching seed variety to 'Variety-10' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-4' for better results.; Consider switching fertilizer application schedule to 'Monthly' for better results.; Consider switching irrigation method to 'Drip' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,4205,356.8,Mixed,Seruwila,Trincomalee,Brinjal,Other,05/09/2023,11/12/2023,1921.93,1957.41,Sandy,5.75,Hybrid,Variety-8,Unverified,354,1731.32,Organic,Brand-6,81.02,"12,15,15",Bi-weekly,Soil Application,5647.69,Organic,Pesticide-6,43.91,Bi-weekly,Spray,1612.6,Canal,Sprinkler,5852617.1,Weekly,849.79,10,1845.81,418.94,86657.74,58358.24,Direct Consumers,11687.209999999997,5.4860145739910315,5.970752167404886,4.993342294696511,24.15958992644298,44.577771701713246,0.0003344503777634224,195.74098042590197,5.529406764041224,46.55,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
